"STATISTIC","Statistic","TLIST(A1)","CensusYear","C02779V03348","County","C02199V02655","Sex","UNIT","VALUE"
"E2001","Population at Each Census 1841 to 2016","1986","1986","26","Monaghan","-","Both sexes","Number","52379"
"E2001","Population at Each Census 1841 to 2016","1986","1986","26","Monaghan","1","Male","Number","27044"
"E2001","Population at Each Census 1841 to 2016","1986","1986","26","Monaghan","2","Female","Number","25335"
"E2001","Population at Each Census 1841 to 2016","1991","1991","-","State","-","Both sexes","Number","3525719"
"E2001","Population at Each Census 1841 to 2016","1991","1991","-","State","1","Male","Number","1753418"
"E2001","Population at Each Census 1841 to 2016","1991","1991","-","State","2","Female","Number","1772301"
"E2001","Population at Each Census 1841 to 2016","1991","1991","01","Carlow","-","Both sexes","Number","40942"
"E2001","Population at Each Census 1841 to 2016","1991","1991","01","Carlow","1","Male","Number","20785"
"E2001","Population at Each Census 1841 to 2016","1991","1991","01","Carlow","2","Female","Number","20157"
"E2001","Population at Each Census 1841 to 2016","1991","1991","02","Dublin","-","Both sexes","Number","1025304"
"E2001","Population at Each Census 1841 to 2016","1991","1991","02","Dublin","1","Male","Number","492432"
"E2001","Population at Each Census 1841 to 2016","1991","1991","02","Dublin","2","Female","Number","532872"
"E2001","Population at Each Census 1841 to 2016","1991","1991","03","Kildare","-","Both sexes","Number","122656"
"E2001","Population at Each Census 1841 to 2016","1991","1991","03","Kildare","1","Male","Number","62207"
"E2001","Population at Each Census 1841 to 2016","1991","1991","03","Kildare","2","Female","Number","60449"
"E2001","Population at Each Census 1841 to 2016","1991","1991","04","Kilkenny","-","Both sexes","Number","73635"
"E2001","Population at Each Census 1841 to 2016","1991","1991","04","Kilkenny","1","Male","Number","37447"
"E2001","Population at Each Census 1841 to 2016","1991","1991","04","Kilkenny","2","Female","Number","36188"
"E2001","Population at Each Census 1841 to 2016","1991","1991","05","Laois","-","Both sexes","Number","52314"
"E2001","Population at Each Census 1841 to 2016","1991","1991","05","Laois","1","Male","Number","26904"
"E2001","Population at Each Census 1841 to 2016","1991","1991","05","Laois","2","Female","Number","25410"
"E2001","Population at Each Census 1841 to 2016","1991","1991","06","Longford","-","Both sexes","Number","30296"
"E2001","Population at Each Census 1841 to 2016","1991","1991","06","Longford","1","Male","Number","15542"
"E2001","Population at Each Census 1841 to 2016","1991","1991","06","Longford","2","Female","Number","14754"
"E2001","Population at Each Census 1841 to 2016","1991","1991","07","Louth","-","Both sexes","Number","90724"
"E2001","Population at Each Census 1841 to 2016","1991","1991","07","Louth","1","Male","Number","44823"
"E2001","Population at Each Census 1841 to 2016","1991","1991","07","Louth","2","Female","Number","45901"
"E2001","Population at Each Census 1841 to 2016","1991","1991","08","Meath","-","Both sexes","Number","105370"
"E2001","Population at Each Census 1841 to 2016","1991","1991","08","Meath","1","Male","Number","53291"
"E2001","Population at Each Census 1841 to 2016","1991","1991","08","Meath","2","Female","Number","52079"
"E2001","Population at Each Census 1841 to 2016","1991","1991","09","Offaly","-","Both sexes","Number","58494"
"E2001","Population at Each Census 1841 to 2016","1991","1991","09","Offaly","1","Male","Number","29892"
"E2001","Population at Each Census 1841 to 2016","1991","1991","09","Offaly","2","Female","Number","28602"
"E2001","Population at Each Census 1841 to 2016","1991","1991","10","Westmeath","-","Both sexes","Number","61880"
"E2001","Population at Each Census 1841 to 2016","1991","1991","10","Westmeath","1","Male","Number","31006"
"E2001","Population at Each Census 1841 to 2016","1991","1991","10","Westmeath","2","Female","Number","30874"
"E2001","Population at Each Census 1841 to 2016","1991","1991","11","Wexford","-","Both sexes","Number","102069"
"E2001","Population at Each Census 1841 to 2016","1991","1991","11","Wexford","1","Male","Number","51444"
"E2001","Population at Each Census 1841 to 2016","1991","1991","11","Wexford","2","Female","Number","50625"
"E2001","Population at Each Census 1841 to 2016","1991","1991","12","Wicklow","-","Both sexes","Number","97265"
"E2001","Population at Each Census 1841 to 2016","1991","1991","12","Wicklow","1","Male","Number","48076"
"E2001","Population at Each Census 1841 to 2016","1991","1991","12","Wicklow","2","Female","Number","49189"
"E2001","Population at Each Census 1841 to 2016","1991","1991","13","Clare","-","Both sexes","Number","90918"
"E2001","Population at Each Census 1841 to 2016","1991","1991","13","Clare","1","Male","Number","46367"
"E2001","Population at Each Census 1841 to 2016","1991","1991","13","Clare","2","Female","Number","44551"
"E2001","Population at Each Census 1841 to 2016","1991","1991","14","Cork","-","Both sexes","Number","410369"
"E2001","Population at Each Census 1841 to 2016","1991","1991","14","Cork","1","Male","Number","204542"
"E2001","Population at Each Census 1841 to 2016","1991","1991","14","Cork","2","Female","Number","205827"
"E2001","Population at Each Census 1841 to 2016","1991","1991","15","Kerry","-","Both sexes","Number","121894"
"E2001","Population at Each Census 1841 to 2016","1991","1991","15","Kerry","1","Male","Number","61932"
"E2001","Population at Each Census 1841 to 2016","1991","1991","15","Kerry","2","Female","Number","59962"
"E2001","Population at Each Census 1841 to 2016","1991","1991","16","Limerick","-","Both sexes","Number","161956"
"E2001","Population at Each Census 1841 to 2016","1991","1991","16","Limerick","1","Male","Number","81094"
"E2001","Population at Each Census 1841 to 2016","1991","1991","16","Limerick","2","Female","Number","80862"
"E2001","Population at Each Census 1841 to 2016","1991","1991","17","Tipperary","-","Both sexes","Number","132772"
"E2001","Population at Each Census 1841 to 2016","1991","1991","17","Tipperary","1","Male","Number","67422"
"E2001","Population at Each Census 1841 to 2016","1991","1991","17","Tipperary","2","Female","Number","65350"
"E2001","Population at Each Census 1841 to 2016","1991","1991","18","Waterford","-","Both sexes","Number","91624"
"E2001","Population at Each Census 1841 to 2016","1991","1991","18","Waterford","1","Male","Number","45738"
"E2001","Population at Each Census 1841 to 2016","1991","1991","18","Waterford","2","Female","Number","45886"
"E2001","Population at Each Census 1841 to 2016","1991","1991","19","Galway","-","Both sexes","Number","180364"
"E2001","Population at Each Census 1841 to 2016","1991","1991","19","Galway","1","Male","Number","91005"
"E2001","Population at Each Census 1841 to 2016","1991","1991","19","Galway","2","Female","Number","89359"
"E2001","Population at Each Census 1841 to 2016","1991","1991","20","Leitrim","-","Both sexes","Number","25301"
"E2001","Population at Each Census 1841 to 2016","1991","1991","20","Leitrim","1","Male","Number","13203"
"E2001","Population at Each Census 1841 to 2016","1991","1991","20","Leitrim","2","Female","Number","12098"
"E2001","Population at Each Census 1841 to 2016","1991","1991","21","Mayo","-","Both sexes","Number","110713"
"E2001","Population at Each Census 1841 to 2016","1991","1991","21","Mayo","1","Male","Number","55981"
"E2001","Population at Each Census 1841 to 2016","1991","1991","21","Mayo","2","Female","Number","54732"
"E2001","Population at Each Census 1841 to 2016","1991","1991","22","Roscommon","-","Both sexes","Number","51897"
"E2001","Population at Each Census 1841 to 2016","1991","1991","22","Roscommon","1","Male","Number","26694"
"E2001","Population at Each Census 1841 to 2016","1991","1991","22","Roscommon","2","Female","Number","25203"
"E2001","Population at Each Census 1841 to 2016","1991","1991","23","Sligo","-","Both sexes","Number","54756"
"E2001","Population at Each Census 1841 to 2016","1991","1991","23","Sligo","1","Male","Number","27248"
"E2001","Population at Each Census 1841 to 2016","1991","1991","23","Sligo","2","Female","Number","27508"
"E2001","Population at Each Census 1841 to 2016","1991","1991","24","Cavan","-","Both sexes","Number","52796"
"E2001","Population at Each Census 1841 to 2016","1991","1991","24","Cavan","1","Male","Number","27314"
"E2001","Population at Each Census 1841 to 2016","1991","1991","24","Cavan","2","Female","Number","25482"
"E2001","Population at Each Census 1841 to 2016","1991","1991","25","Donegal","-","Both sexes","Number","128117"
"E2001","Population at Each Census 1841 to 2016","1991","1991","25","Donegal","1","Male","Number","64817"
"E2001","Population at Each Census 1841 to 2016","1991","1991","25","Donegal","2","Female","Number","63300"
"E2001","Population at Each Census 1841 to 2016","1991","1991","26","Monaghan","-","Both sexes","Number","51293"
"E2001","Population at Each Census 1841 to 2016","1991","1991","26","Monaghan","1","Male","Number","26212"
"E2001","Population at Each Census 1841 to 2016","1991","1991","26","Monaghan","2","Female","Number","25081"
"E2001","Population at Each Census 1841 to 2016","1996","1996","-","State","-","Both sexes","Number","3626087"
"E2001","Population at Each Census 1841 to 2016","1996","1996","-","State","1","Male","Number","1800232"
"E2001","Population at Each Census 1841 to 2016","1996","1996","-","State","2","Female","Number","1825855"
"E2001","Population at Each Census 1841 to 2016","1996","1996","01","Carlow","-","Both sexes","Number","41616"
"E2001","Population at Each Census 1841 to 2016","1996","1996","01","Carlow","1","Male","Number","21086"
"E2001","Population at Each Census 1841 to 2016","1996","1996","01","Carlow","2","Female","Number","20530"
"E2001","Population at Each Census 1841 to 2016","1996","1996","02","Dublin","-","Both sexes","Number","1058264"
"E2001","Population at Each Census 1841 to 2016","1996","1996","02","Dublin","1","Male","Number","508966"
"E2001","Population at Each Census 1841 to 2016","1996","1996","02","Dublin","2","Female","Number","549298"
"E2001","Population at Each Census 1841 to 2016","1996","1996","03","Kildare","-","Both sexes","Number","134992"
"E2001","Population at Each Census 1841 to 2016","1996","1996","03","Kildare","1","Male","Number","68007"
"E2001","Population at Each Census 1841 to 2016","1996","1996","03","Kildare","2","Female","Number","66985"
"E2001","Population at Each Census 1841 to 2016","1996","1996","04","Kilkenny","-","Both sexes","Number","75336"
"E2001","Population at Each Census 1841 to 2016","1996","1996","04","Kilkenny","1","Male","Number","38144"
"E2001","Population at Each Census 1841 to 2016","1996","1996","04","Kilkenny","2","Female","Number","37192"
"E2001","Population at Each Census 1841 to 2016","1996","1996","05","Laois","-","Both sexes","Number","52945"
"E2001","Population at Each Census 1841 to 2016","1996","1996","05","Laois","1","Male","Number","27160"
"E2001","Population at Each Census 1841 to 2016","1996","1996","05","Laois","2","Female","Number","25785"
"E2001","Population at Each Census 1841 to 2016","1996","1996","06","Longford","-","Both sexes","Number","30166"
"E2001","Population at Each Census 1841 to 2016","1996","1996","06","Longford","1","Male","Number","15468"
"E2001","Population at Each Census 1841 to 2016","1996","1996","06","Longford","2","Female","Number","14698"
"E2001","Population at Each Census 1841 to 2016","1996","1996","07","Louth","-","Both sexes","Number","92166"
"E2001","Population at Each Census 1841 to 2016","1996","1996","07","Louth","1","Male","Number","45641"
"E2001","Population at Each Census 1841 to 2016","1996","1996","07","Louth","2","Female","Number","46525"
"E2001","Population at Each Census 1841 to 2016","1996","1996","08","Meath","-","Both sexes","Number","109732"
"E2001","Population at Each Census 1841 to 2016","1996","1996","08","Meath","1","Male","Number","55340"
"E2001","Population at Each Census 1841 to 2016","1996","1996","08","Meath","2","Female","Number","54392"
"E2001","Population at Each Census 1841 to 2016","1996","1996","09","Offaly","-","Both sexes","Number","59117"
"E2001","Population at Each Census 1841 to 2016","1996","1996","09","Offaly","1","Male","Number","30003"
"E2001","Population at Each Census 1841 to 2016","1996","1996","09","Offaly","2","Female","Number","29114"
"E2001","Population at Each Census 1841 to 2016","1996","1996","10","Westmeath","-","Both sexes","Number","63314"
"E2001","Population at Each Census 1841 to 2016","1996","1996","10","Westmeath","1","Male","Number","31599"
"E2001","Population at Each Census 1841 to 2016","1996","1996","10","Westmeath","2","Female","Number","31715"
"E2001","Population at Each Census 1841 to 2016","1996","1996","11","Wexford","-","Both sexes","Number","104371"
"E2001","Population at Each Census 1841 to 2016","1996","1996","11","Wexford","1","Male","Number","52432"
"E2001","Population at Each Census 1841 to 2016","1996","1996","11","Wexford","2","Female","Number","51939"
"E2001","Population at Each Census 1841 to 2016","1996","1996","12","Wicklow","-","Both sexes","Number","102683"
"E2001","Population at Each Census 1841 to 2016","1996","1996","12","Wicklow","1","Male","Number","50823"
"E2001","Population at Each Census 1841 to 2016","1996","1996","12","Wicklow","2","Female","Number","51860"
"E2001","Population at Each Census 1841 to 2016","1996","1996","13","Clare","-","Both sexes","Number","94006"
"E2001","Population at Each Census 1841 to 2016","1996","1996","13","Clare","1","Male","Number","47789"
"E2001","Population at Each Census 1841 to 2016","1996","1996","13","Clare","2","Female","Number","46217"
"E2001","Population at Each Census 1841 to 2016","1996","1996","14","Cork","-","Both sexes","Number","420510"
"E2001","Population at Each Census 1841 to 2016","1996","1996","14","Cork","1","Male","Number","209177"
"E2001","Population at Each Census 1841 to 2016","1996","1996","14","Cork","2","Female","Number","211333"
"E2001","Population at Each Census 1841 to 2016","1996","1996","15","Kerry","-","Both sexes","Number","126130"
"E2001","Population at Each Census 1841 to 2016","1996","1996","15","Kerry","1","Male","Number","63801"
"E2001","Population at Each Census 1841 to 2016","1996","1996","15","Kerry","2","Female","Number","62329"
"E2001","Population at Each Census 1841 to 2016","1996","1996","16","Limerick","-","Both sexes","Number","165042"
"E2001","Population at Each Census 1841 to 2016","1996","1996","16","Limerick","1","Male","Number","82546"
"E2001","Population at Each Census 1841 to 2016","1996","1996","16","Limerick","2","Female","Number","82496"
"E2001","Population at Each Census 1841 to 2016","1996","1996","17","Tipperary","-","Both sexes","Number","133535"
"E2001","Population at Each Census 1841 to 2016","1996","1996","17","Tipperary","1","Male","Number","67602"
"E2001","Population at Each Census 1841 to 2016","1996","1996","17","Tipperary","2","Female","Number","65933"
"E2001","Population at Each Census 1841 to 2016","1996","1996","18","Waterford","-","Both sexes","Number","94680"
"E2001","Population at Each Census 1841 to 2016","1996","1996","18","Waterford","1","Male","Number","47302"
"E2001","Population at Each Census 1841 to 2016","1996","1996","18","Waterford","2","Female","Number","47378"
"E2001","Population at Each Census 1841 to 2016","1996","1996","19","Galway","-","Both sexes","Number","188854"
"E2001","Population at Each Census 1841 to 2016","1996","1996","19","Galway","1","Male","Number","94529"
"E2001","Population at Each Census 1841 to 2016","1996","1996","19","Galway","2","Female","Number","94325"
"E2001","Population at Each Census 1841 to 2016","1996","1996","20","Leitrim","-","Both sexes","Number","25057"
"E2001","Population at Each Census 1841 to 2016","1996","1996","20","Leitrim","1","Male","Number","13044"
"E2001","Population at Each Census 1841 to 2016","1996","1996","20","Leitrim","2","Female","Number","12013"
"E2001","Population at Each Census 1841 to 2016","1996","1996","21","Mayo","-","Both sexes","Number","111524"
"E2001","Population at Each Census 1841 to 2016","1996","1996","21","Mayo","1","Male","Number","56371"
"E2001","Population at Each Census 1841 to 2016","1996","1996","21","Mayo","2","Female","Number","55153"
"E2001","Population at Each Census 1841 to 2016","1996","1996","22","Roscommon","-","Both sexes","Number","51975"
"E2001","Population at Each Census 1841 to 2016","1996","1996","22","Roscommon","1","Male","Number","26695"
"E2001","Population at Each Census 1841 to 2016","1996","1996","22","Roscommon","2","Female","Number","25280"
"E2001","Population at Each Census 1841 to 2016","1996","1996","23","Sligo","-","Both sexes","Number","55821"
"E2001","Population at Each Census 1841 to 2016","1996","1996","23","Sligo","1","Male","Number","27748"
"E2001","Population at Each Census 1841 to 2016","1996","1996","23","Sligo","2","Female","Number","28073"
"E2001","Population at Each Census 1841 to 2016","1996","1996","24","Cavan","-","Both sexes","Number","52944"
"E2001","Population at Each Census 1841 to 2016","1996","1996","24","Cavan","1","Male","Number","27281"
"E2001","Population at Each Census 1841 to 2016","1996","1996","24","Cavan","2","Female","Number","25663"
"E2001","Population at Each Census 1841 to 2016","1996","1996","25","Donegal","-","Both sexes","Number","129994"
"E2001","Population at Each Census 1841 to 2016","1996","1996","25","Donegal","1","Male","Number","65520"
"E2001","Population at Each Census 1841 to 2016","1996","1996","25","Donegal","2","Female","Number","64474"
"E2001","Population at Each Census 1841 to 2016","1996","1996","26","Monaghan","-","Both sexes","Number","51313"
"E2001","Population at Each Census 1841 to 2016","1996","1996","26","Monaghan","1","Male","Number","26158"
"E2001","Population at Each Census 1841 to 2016","1996","1996","26","Monaghan","2","Female","Number","25155"
"E2001","Population at Each Census 1841 to 2016","2002","2002","-","State","-","Both sexes","Number","3917203"
"E2001","Population at Each Census 1841 to 2016","2002","2002","-","State","1","Male","Number","1946164"
"E2001","Population at Each Census 1841 to 2016","2002","2002","-","State","2","Female","Number","1971039"
"E2001","Population at Each Census 1841 to 2016","2002","2002","01","Carlow","-","Both sexes","Number","46014"
"E2001","Population at Each Census 1841 to 2016","2002","2002","01","Carlow","1","Male","Number","23403"
"E2001","Population at Each Census 1841 to 2016","2002","2002","01","Carlow","2","Female","Number","22611"
"E2001","Population at Each Census 1841 to 2016","2002","2002","02","Dublin","-","Both sexes","Number","1122821"
"E2001","Population at Each Census 1841 to 2016","2002","2002","02","Dublin","1","Male","Number","544075"
"E2001","Population at Each Census 1841 to 2016","2002","2002","02","Dublin","2","Female","Number","578746"
"E2001","Population at Each Census 1841 to 2016","2002","2002","03","Kildare","-","Both sexes","Number","163944"
"E2001","Population at Each Census 1841 to 2016","2002","2002","03","Kildare","1","Male","Number","82735"
"E2001","Population at Each Census 1841 to 2016","2002","2002","03","Kildare","2","Female","Number","81209"
"E2001","Population at Each Census 1841 to 2016","2002","2002","04","Kilkenny","-","Both sexes","Number","80339"
"E2001","Population at Each Census 1841 to 2016","2002","2002","04","Kilkenny","1","Male","Number","40540"
"E2001","Population at Each Census 1841 to 2016","2002","2002","04","Kilkenny","2","Female","Number","39799"
"E2001","Population at Each Census 1841 to 2016","2002","2002","05","Laois","-","Both sexes","Number","58774"
"E2001","Population at Each Census 1841 to 2016","2002","2002","05","Laois","1","Male","Number","30131"
"E2001","Population at Each Census 1841 to 2016","2002","2002","05","Laois","2","Female","Number","28643"
"E2001","Population at Each Census 1841 to 2016","2002","2002","06","Longford","-","Both sexes","Number","31068"
"E2001","Population at Each Census 1841 to 2016","2002","2002","06","Longford","1","Male","Number","15794"
"E2001","Population at Each Census 1841 to 2016","2002","2002","06","Longford","2","Female","Number","15274"
"E2001","Population at Each Census 1841 to 2016","2002","2002","07","Louth","-","Both sexes","Number","101821"
"E2001","Population at Each Census 1841 to 2016","2002","2002","07","Louth","1","Male","Number","50489"
"E2001","Population at Each Census 1841 to 2016","2002","2002","07","Louth","2","Female","Number","51332"
"E2001","Population at Each Census 1841 to 2016","2002","2002","08","Meath","-","Both sexes","Number","134005"
"E2001","Population at Each Census 1841 to 2016","2002","2002","08","Meath","1","Male","Number","67733"
"E2001","Population at Each Census 1841 to 2016","2002","2002","08","Meath","2","Female","Number","66272"
"E2001","Population at Each Census 1841 to 2016","2002","2002","09","Offaly","-","Both sexes","Number","63663"
"E2001","Population at Each Census 1841 to 2016","2002","2002","09","Offaly","1","Male","Number","32185"
"E2001","Population at Each Census 1841 to 2016","2002","2002","09","Offaly","2","Female","Number","31478"
"E2001","Population at Each Census 1841 to 2016","2002","2002","10","Westmeath","-","Both sexes","Number","71858"
"E2001","Population at Each Census 1841 to 2016","2002","2002","10","Westmeath","1","Male","Number","35960"
"E2001","Population at Each Census 1841 to 2016","2002","2002","10","Westmeath","2","Female","Number","35898"
"E2001","Population at Each Census 1841 to 2016","2002","2002","11","Wexford","-","Both sexes","Number","116596"
"E2001","Population at Each Census 1841 to 2016","2002","2002","11","Wexford","1","Male","Number","58170"
"E2001","Population at Each Census 1841 to 2016","2002","2002","11","Wexford","2","Female","Number","58426"
"E2001","Population at Each Census 1841 to 2016","2002","2002","12","Wicklow","-","Both sexes","Number","114676"
"E2001","Population at Each Census 1841 to 2016","2002","2002","12","Wicklow","1","Male","Number","56800"
"E2001","Population at Each Census 1841 to 2016","2002","2002","12","Wicklow","2","Female","Number","57876"
"E2001","Population at Each Census 1841 to 2016","2002","2002","13","Clare","-","Both sexes","Number","103277"
"E2001","Population at Each Census 1841 to 2016","2002","2002","13","Clare","1","Male","Number","52063"
"E2001","Population at Each Census 1841 to 2016","2002","2002","13","Clare","2","Female","Number","51214"
"E2001","Population at Each Census 1841 to 2016","2002","2002","14","Cork","-","Both sexes","Number","447829"
"E2001","Population at Each Census 1841 to 2016","2002","2002","14","Cork","1","Male","Number","222317"
"E2001","Population at Each Census 1841 to 2016","2002","2002","14","Cork","2","Female","Number","225512"
"E2001","Population at Each Census 1841 to 2016","2002","2002","15","Kerry","-","Both sexes","Number","132527"
"E2001","Population at Each Census 1841 to 2016","2002","2002","15","Kerry","1","Male","Number","66572"
"E2001","Population at Each Census 1841 to 2016","2002","2002","15","Kerry","2","Female","Number","65955"
"E2001","Population at Each Census 1841 to 2016","2002","2002","16","Limerick","-","Both sexes","Number","175304"
"E2001","Population at Each Census 1841 to 2016","2002","2002","16","Limerick","1","Male","Number","87631"
"E2001","Population at Each Census 1841 to 2016","2002","2002","16","Limerick","2","Female","Number","87673"
"E2001","Population at Each Census 1841 to 2016","2002","2002","17","Tipperary","-","Both sexes","Number","140131"
"E2001","Population at Each Census 1841 to 2016","2002","2002","17","Tipperary","1","Male","Number","70863"
"E2001","Population at Each Census 1841 to 2016","2002","2002","17","Tipperary","2","Female","Number","69268"
"E2001","Population at Each Census 1841 to 2016","2002","2002","18","Waterford","-","Both sexes","Number","101546"
"E2001","Population at Each Census 1841 to 2016","2002","2002","18","Waterford","1","Male","Number","50672"
"E2001","Population at Each Census 1841 to 2016","2002","2002","18","Waterford","2","Female","Number","50874"
"E2001","Population at Each Census 1841 to 2016","2002","2002","19","Galway","-","Both sexes","Number","209077"
"E2001","Population at Each Census 1841 to 2016","2002","2002","19","Galway","1","Male","Number","104367"
"E2001","Population at Each Census 1841 to 2016","2002","2002","19","Galway","2","Female","Number","104710"
"E2001","Population at Each Census 1841 to 2016","2002","2002","20","Leitrim","-","Both sexes","Number","25799"
"E2001","Population at Each Census 1841 to 2016","2002","2002","20","Leitrim","1","Male","Number","13324"
"E2001","Population at Each Census 1841 to 2016","2002","2002","20","Leitrim","2","Female","Number","12475"
"E2001","Population at Each Census 1841 to 2016","2002","2002","21","Mayo","-","Both sexes","Number","117446"
"E2001","Population at Each Census 1841 to 2016","2002","2002","21","Mayo","1","Male","Number","59149"
"E2001","Population at Each Census 1841 to 2016","2002","2002","21","Mayo","2","Female","Number","58297"
"E2001","Population at Each Census 1841 to 2016","2002","2002","22","Roscommon","-","Both sexes","Number","53774"
"E2001","Population at Each Census 1841 to 2016","2002","2002","22","Roscommon","1","Male","Number","27583"
"E2001","Population at Each Census 1841 to 2016","2002","2002","22","Roscommon","2","Female","Number","26191"
"E2001","Population at Each Census 1841 to 2016","2002","2002","23","Sligo","-","Both sexes","Number","58200"
"E2001","Population at Each Census 1841 to 2016","2002","2002","23","Sligo","1","Male","Number","28771"
"E2001","Population at Each Census 1841 to 2016","2002","2002","23","Sligo","2","Female","Number","29429"
"E2001","Population at Each Census 1841 to 2016","2002","2002","24","Cavan","-","Both sexes","Number","56546"
"E2001","Population at Each Census 1841 to 2016","2002","2002","24","Cavan","1","Male","Number","29015"
"E2001","Population at Each Census 1841 to 2016","2002","2002","24","Cavan","2","Female","Number","27531"
"E2001","Population at Each Census 1841 to 2016","2002","2002","25","Donegal","-","Both sexes","Number","137575"
"E2001","Population at Each Census 1841 to 2016","2002","2002","25","Donegal","1","Male","Number","69016"
"E2001","Population at Each Census 1841 to 2016","2002","2002","25","Donegal","2","Female","Number","68559"
"E2001","Population at Each Census 1841 to 2016","2002","2002","26","Monaghan","-","Both sexes","Number","52593"
"E2001","Population at Each Census 1841 to 2016","2002","2002","26","Monaghan","1","Male","Number","26806"
"E2001","Population at Each Census 1841 to 2016","2002","2002","26","Monaghan","2","Female","Number","25787"
"E2001","Population at Each Census 1841 to 2016","2006","2006","-","State","-","Both sexes","Number","4239848"
"E2001","Population at Each Census 1841 to 2016","2006","2006","-","State","1","Male","Number","2121171"
"E2001","Population at Each Census 1841 to 2016","2006","2006","-","State","2","Female","Number","2118677"
"E2001","Population at Each Census 1841 to 2016","2006","2006","01","Carlow","-","Both sexes","Number","50349"
"E2001","Population at Each Census 1841 to 2016","2006","2006","01","Carlow","1","Male","Number","25611"
"E2001","Population at Each Census 1841 to 2016","2006","2006","01","Carlow","2","Female","Number","24738"
"E2001","Population at Each Census 1841 to 2016","2006","2006","02","Dublin","-","Both sexes","Number","1187176"
"E2001","Population at Each Census 1841 to 2016","2006","2006","02","Dublin","1","Male","Number","582557"
"E2001","Population at Each Census 1841 to 2016","2006","2006","02","Dublin","2","Female","Number","604619"
"E2001","Population at Each Census 1841 to 2016","2006","2006","03","Kildare","-","Both sexes","Number","186335"
"E2001","Population at Each Census 1841 to 2016","2006","2006","03","Kildare","1","Male","Number","94190"
"E2001","Population at Each Census 1841 to 2016","2006","2006","03","Kildare","2","Female","Number","92145"
"E2001","Population at Each Census 1841 to 2016","2006","2006","04","Kilkenny","-","Both sexes","Number","87558"
"E2001","Population at Each Census 1841 to 2016","2006","2006","04","Kilkenny","1","Male","Number","44263"
"E2001","Population at Each Census 1841 to 2016","2006","2006","04","Kilkenny","2","Female","Number","43295"
"E2001","Population at Each Census 1841 to 2016","2006","2006","05","Laois","-","Both sexes","Number","67059"
"E2001","Population at Each Census 1841 to 2016","2006","2006","05","Laois","1","Male","Number","34409"
"E2001","Population at Each Census 1841 to 2016","2006","2006","05","Laois","2","Female","Number","32650"
"E2001","Population at Each Census 1841 to 2016","2006","2006","06","Longford","-","Both sexes","Number","34391"
"E2001","Population at Each Census 1841 to 2016","2006","2006","06","Longford","1","Male","Number","17573"
"E2001","Population at Each Census 1841 to 2016","2006","2006","06","Longford","2","Female","Number","16818"
"E2001","Population at Each Census 1841 to 2016","2006","2006","07","Louth","-","Both sexes","Number","111267"
"E2001","Population at Each Census 1841 to 2016","2006","2006","07","Louth","1","Male","Number","55335"
"E2001","Population at Each Census 1841 to 2016","2006","2006","07","Louth","2","Female","Number","55932"
"E2001","Population at Each Census 1841 to 2016","2006","2006","08","Meath","-","Both sexes","Number","162831"
"E2001","Population at Each Census 1841 to 2016","2006","2006","08","Meath","1","Male","Number","82651"
"E2001","Population at Each Census 1841 to 2016","2006","2006","08","Meath","2","Female","Number","80180"
"E2001","Population at Each Census 1841 to 2016","2006","2006","09","Offaly","-","Both sexes","Number","70868"
"E2001","Population at Each Census 1841 to 2016","2006","2006","09","Offaly","1","Male","Number","35937"
"E2001","Population at Each Census 1841 to 2016","2006","2006","09","Offaly","2","Female","Number","34931"
"E2001","Population at Each Census 1841 to 2016","2006","2006","10","Westmeath","-","Both sexes","Number","79346"
"E2001","Population at Each Census 1841 to 2016","2006","2006","10","Westmeath","1","Male","Number","39819"
"E2001","Population at Each Census 1841 to 2016","2006","2006","10","Westmeath","2","Female","Number","39527"
"E2001","Population at Each Census 1841 to 2016","2006","2006","11","Wexford","-","Both sexes","Number","131749"
"E2001","Population at Each Census 1841 to 2016","2006","2006","11","Wexford","1","Male","Number","66070"
"E2001","Population at Each Census 1841 to 2016","2006","2006","11","Wexford","2","Female","Number","65679"
"E2001","Population at Each Census 1841 to 2016","2006","2006","12","Wicklow","-","Both sexes","Number","126194"
"E2001","Population at Each Census 1841 to 2016","2006","2006","12","Wicklow","1","Male","Number","62905"
"E2001","Population at Each Census 1841 to 2016","2006","2006","12","Wicklow","2","Female","Number","63289"
"E2001","Population at Each Census 1841 to 2016","2006","2006","13","Clare","-","Both sexes","Number","110950"
"E2001","Population at Each Census 1841 to 2016","2006","2006","13","Clare","1","Male","Number","56048"
"E2001","Population at Each Census 1841 to 2016","2006","2006","13","Clare","2","Female","Number","54902"
"E2001","Population at Each Census 1841 to 2016","2006","2006","14","Cork","-","Both sexes","Number","481295"
"E2001","Population at Each Census 1841 to 2016","2006","2006","14","Cork","1","Male","Number","240814"
"E2001","Population at Each Census 1841 to 2016","2006","2006","14","Cork","2","Female","Number","240481"
"E2001","Population at Each Census 1841 to 2016","2006","2006","15","Kerry","-","Both sexes","Number","139835"
"E2001","Population at Each Census 1841 to 2016","2006","2006","15","Kerry","1","Male","Number","70641"
"E2001","Population at Each Census 1841 to 2016","2006","2006","15","Kerry","2","Female","Number","69194"
"E2001","Population at Each Census 1841 to 2016","2006","2006","16","Limerick","-","Both sexes","Number","184055"
"E2001","Population at Each Census 1841 to 2016","2006","2006","16","Limerick","1","Male","Number","92680"
